match_id,team,player,starter,position,role,formation,confidence,confirmed,source,updated_at
,Austria,Paul Wanner,0,MF,Central Midfield,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,Michael Svoboda,0,DF,Centre-Back,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Austria,Alessandro Schöpf,0,MF,Central Midfield,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Yazeed Abulaila,1,GK,Goalkeeper,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Mohammad Abu Hashish,0,DF,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Abdallah Nasib,1,DF,Centre-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Husam Abu Dahab,1,DF,Centre-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Yazan Al-Arab,1,DF,Centre-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Amer Jamous,0,MF,Central Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Mohammad Abu Zrayq,1,FW,Right Winger,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Noor Al-Rawabdeh,1,MF,Central Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Ali Olwan,1,FW,Centre-Forward,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Musa Al-Taamari,0,FW,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Odeh Al-Fakhouri,0,FW,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Nour Bani Attiah,0,GK,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Mahmoud Al-Mardi,1,FW,Left Winger,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Rajaei Ayed,1,MF,Central Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Ibrahim Sadeh,0,MF,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Mo Abualnadi,0,DF,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Salim Obaid,0,DF,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Mohammad Taha,0,MF,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Saed Al-Rosan,0,DF,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Mohannad Abu Taha,1,MF,Left-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Nizar Al-Rashdan,1,MF,Defensive Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Abdallah Al-Fakhouri,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Ihsan Haddad,0,DF,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Ali Azaizeh,0,FW,Right Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Mohammad Al-Dawoud,0,MF,Central Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Jordan,Anas Badawi,0,DF,Right-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,David Ospina,1,GK,Goalkeeper,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,Daniel Muñoz,1,DF,Right-Back,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,Jhon Lucumí,1,DF,Centre-Back,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,Santiago Arias,0,DF,Right-Back,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,Kevin Castaño,0,MF,Defensive Midfield,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,Richard Ríos,1,MF,Defensive Midfield,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,Luis Díaz,1,FW,Left Winger,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,Jorge Carrascal,0,MF,Attacking Midfield,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,Jhon Córdoba,0,FW,Centre-Forward,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,James Rodríguez,1,MF,Attacking Midfield,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,Jhon Arias,1,MF,Right Winger,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,Camilo Vargas,0,GK,Goalkeeper,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,Yerry Mina,1,DF,Centre-Back,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,Gustavo Puerta,0,DF,Central Midfield,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,Juan Portilla,0,MF,Central Midfield,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,Jefferson Lerma,1,MF,Defensive Midfield,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,Johan Mojica,0,DF,Left-Back,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,Willer Ditta,0,DF,Centre-Back,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,Cucho Hernández,0,FW,Centre-Forward,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,Juan Fernando Quintero,1,MF,Attacking Midfield,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,Jaminton Campaz,0,FW,Left Winger,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,Deiver Machado,0,DF,Left-Back,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,Davinson Sánchez,1,DF,Centre-Back,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,Álvaro Montero,0,GK,Goalkeeper,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,Luis Suárez,0,FW,Centre-Forward,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Colombia,Andrés Gómez,0,FW,Left Winger,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Lionel Mpasi,0,GK,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Aaron Wan-Bissaka,1,DF,Right-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Steve Kapuadi,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Axel Tuanzebe,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Dylan Batubinsika,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Ngal'ayel Mukau,0,MF,Defensive Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Nathanaël Mbuku,0,MF,Left Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Samuel Moutoussamy,1,MF,Central Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Brian Cipenga,0,FW,Left Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Théo Bongonda,1,MF,Right Winger,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Gaël Kakuta,0,FW,Attacking Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Joris Kayembe,0,DF,Left-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Meschak Elia,0,FW,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Noah Sadiki,1,MF,Central Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Aaron Tshibola,0,MF,Central Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Timothy Fayulu,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Cédric Bakambu,1,FW,Centre-Forward,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Charles Pickel,0,MF,Defensive Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Fiston Mayele,1,FW,Centre-Forward,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Yoane Wissa,1,FW,Centre-Forward,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Matthieu Epolo,1,GK,Goalkeeper,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Chancel Mbemba,1,DF,Centre-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Simon Banza,0,FW,Centre-Forward,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Gédéon Kalulu,0,DF,Right-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Edo Kayembe,1,MF,Central Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Congo DR,Arthur Masuaku,1,DF,Left-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,Diogo Costa,1,GK,Goalkeeper,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,Nélson Semedo,0,DF,Right-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,Rúben Dias,1,DF,Centre-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,Tomás Araújo,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,Diogo Dalot,0,DF,Right-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,Matheus Nunes,0,MF,Right-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,Cristiano Ronaldo,1,FW,Centre-Forward,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,Bruno Fernandes,1,MF,Attacking Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,Gonçalo Ramos,0,FW,Centre-Forward,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,Bernardo Silva,1,MF,Attacking Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,João Félix,1,FW,Second Striker,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,José Sá,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,Renato Veiga,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,Gonçalo Inácio,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,João Neves,0,MF,Central Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,Francisco Trincão,0,FW,Attacking Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,Rafael Leão,1,FW,Left Winger,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,Pedro Neto,0,FW,Right Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,Gonçalo Guedes,0,FW,Left Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,João Cancelo,1,DF,Right-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,Rúben Neves,1,MF,Defensive Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,Rui Silva,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,Vitinha,1,MF,Defensive Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,Samú Costa,0,DF,Defensive Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,Nuno Mendes,1,DF,Left-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Portugal,Francisco Conceição,0,FW,Right Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Utkir Yusupov,1,GK,Goalkeeper,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Abdukodir Khusanov,1,DF,Centre-Back,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Khojiakbar Alijonov,0,DF,,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Farrukh Sayfiev,0,DF,Left-Back,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Rustam Ashurmatov,1,DF,Centre-Back,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Akmal Mozgovoy,0,MF,Central Midfield,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Otabek Shukurov,1,MF,Central Midfield,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Jamshid Iskanderov,1,MF,Attacking Midfield,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Odiljon Hamrobekov,0,MF,,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Ruslanbek Jiyanov,0,MF,Left Winger,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Oston Urunov,1,MF,Left Winger,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Abduvohid Nematov,0,GK,,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Sherzod Nasrullaev,1,DF,Left-Back,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Eldor Shomurodov,1,FW,Centre-Forward,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Umar Eshmurodov,0,DF,Centre-Back,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Botirali Ergashev,0,GK,Goalkeeper,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Dostonbek Khamdamov,1,MF,Right Winger,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Abdulla Abdullaev,0,DF,Defensive Midfield,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Azizjon Ganiev,0,MF,,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Azizbek Amonov,0,FW,,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Igor Sergeev,1,FW,Centre-Forward,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Abbosbek Fayzullaev,1,MF,Right Winger,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Sherzod Esanov,0,MF,Central Midfield,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Bekhruz Karimov,0,DF,Right-Back,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Avazbek Ulmasaliev,0,DF,Centre-Back,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Uzbekistan,Jakhongir Urozov,0,DF,Centre-Back,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Dominik Livaković,1,GK,Goalkeeper,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Josip Stanišić,1,DF,Right-Back,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Marin Pongračić,0,DF,Centre-Back,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Joško Gvardiol,1,DF,Centre-Back,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Duje Ćaleta-Car,0,DF,Centre-Back,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Josip Šutalo,1,DF,Centre-Back,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Nikola Moro,0,MF,Defensive Midfield,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Mateo Kovačić,1,MF,Central Midfield,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Andrej Kramarić,1,FW,Second Striker,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Luka Modrić,1,MF,Central Midfield,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Ante Budimir,0,FW,Centre-Forward,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Ivor Pandur,0,GK,Goalkeeper,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Nikola Vlašić,1,MF,Attacking Midfield,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Ivan Perišić,1,FW,Left Winger,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Mario Pašalić,1,MF,Central Midfield,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Martin Baturina,0,MF,Attacking Midfield,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Petar Sučić,1,MF,Central Midfield,3-5-2,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Kristijan Jakić,0,DF,Defensive Midfield,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Toni Fruk,0,MF,Attacking Midfield,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Igor Matanović,0,FW,Centre-Forward,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Luka Sučić,0,MF,Central Midfield,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Luka Vušković,0,DF,Centre-Back,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Dominik Kotarski,0,GK,Goalkeeper,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Marco Pašalić,0,FW,Right Winger,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Martin Erlić,0,DF,Centre-Back,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Croatia,Petar Musa,0,FW,Centre-Forward,3-5-2,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,Jordan Pickford,1,GK,Goalkeeper,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,Ezri Konsa,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,Nico O'Reilly,0,DF,Left-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,Declan Rice,1,MF,Central Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,John Stones,1,DF,Centre-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,Marc Guéhi,1,DF,Centre-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,Bukayo Saka,1,FW,Right Winger,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,Elliot Anderson,0,MF,Central Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,Harry Kane,1,FW,Centre-Forward,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,Jude Bellingham,1,MF,Attacking Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,Marcus Rashford,1,FW,Left Winger,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,Trevoh Chalobah,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,Dean Henderson,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,Jordan Henderson,1,MF,Defensive Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,Dan Burn,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,Kobbie Mainoo,0,MF,Central Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,Morgan Rogers,0,MF,Attacking Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,Anthony Gordon,0,FW,Left Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,Ollie Watkins,0,FW,Centre-Forward,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,Noni Madueke,0,FW,Right Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,Eberechi Eze,1,MF,Attacking Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,Ivan Toney,0,FW,Centre-Forward,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,James Trafford,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,Reece James,1,DF,Right-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,Djed Spence,0,DF,Left-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,England,Jarell Quansah,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Lawrence Ati-Zigi,1,GK,Goalkeeper,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Alidu Seidu,1,DF,Centre-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Caleb Yirenkyi,1,MF,Central Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Jonas Adjetey,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Thomas Partey,1,MF,Defensive Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Abdul Mumin,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Abdul Fatawu,1,FW,Right Winger,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Kwasi Sibo,0,MF,Central Midfield,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Jordan Ayew,1,FW,Centre-Forward,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Brandon Thomas-Asante,0,FW,Centre-Forward,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Antoine Semenyo,1,MF,Right Winger,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Joseph Anang,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Christopher Bonsu Baah,0,FW,Left Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Gideon Mensah,1,DF,Left-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Elisha Owusu,1,MF,Defensive Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Benjamin Asare,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Abdul Rahman Baba,1,DF,Left-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ghana,Jerome Opoku,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
